date,time_period,usage,is_free
2024-12-19,10:00 - 10:30,0.089,No
2024-12-19,10:30 - 11:00,0.414,No
2024-12-19,11:00 - 11:30,0.094,No
2024-12-19,11:30 - 12:00,0.845,No
2024-12-19,12:00 - 12:30,0.844,No
2024-12-19,12:30 - 13:00,0.393,No
2024-12-19,13:00 - 13:30,2.081,No
2024-12-19,13:30 - 14:00,2.534,No
2024-12-19,14:00 - 14:30,0.156,No
2024-12-19,14:30 - 15:00,0.593,No
2024-12-19,15:00 - 15:30,0.857,No
2024-12-19,15:30 - 16:00,0.615,No
2024-12-19,16:00 - 16:30,0.643,No
2024-12-19,16:30 - 17:00,0.804,No
2024-12-19,17:00 - 17:30,0.973,No
2024-12-19,17:30 - 18:00,0.044,No
2024-12-19,18:00 - 18:30,0.057,No
2024-12-19,18:30 - 19:00,0.084,No
2024-12-19,19:00 - 19:30,0.106,No
2024-12-19,19:30 - 20:00,0.053,No
2024-12-19,20:00 - 20:30,0.082,No
2024-12-19,20:30 - 21:00,0.119,No
2024-12-19,21:00 - 21:30,1.775,Yes
2024-12-19,21:30 - 22:00,2.157,Yes
2024-12-19,22:00 - 22:30,1.521,Yes
2024-12-19,22:30 - 23:00,0.328,Yes
2024-12-19,23:00 - 23:30,0.094,Yes
2024-12-19,23:30 - 00:00,0.04,Yes
2024-12-18,00:00 - 00:30,0.078,No
2024-12-18,00:30 - 01:00,0.035,No
2024-12-18,01:00 - 01:30,0.026,No
2024-12-18,01:30 - 02:00,0.051,No
2024-12-18,02:00 - 02:30,0.029,No
2024-12-18,02:30 - 03:00,0.026,No
2024-12-18,03:00 - 03:30,0.027,No
2024-12-18,03:30 - 04:00,0.055,No
2024-12-18,04:00 - 04:30,0.026,No
2024-12-18,04:30 - 05:00,0.025,No
2024-12-18,05:00 - 05:30,0.025,No
2024-12-18,05:30 - 06:00,0.045,No
2024-12-18,06:00 - 06:30,1.62,Yes
2024-12-18,06:30 - 07:00,0.102,Yes
2024-12-18,07:00 - 07:30,0.025,No
2024-12-18,07:30 - 08:00,0.03,No
2024-12-18,08:00 - 08:30,0.077,No
2024-12-18,08:30 - 09:00,0.361,No
2024-12-18,09:00 - 09:30,0.084,No
2024-12-18,09:30 - 10:00,0.07,No
2024-12-18,10:00 - 10:30,0.086,No
2024-12-18,10:30 - 11:00,0.064,No
2024-12-18,11:00 - 11:30,0.046,No
2024-12-18,11:30 - 12:00,0.025,No
2024-12-18,12:00 - 12:30,0.073,No
2024-12-18,12:30 - 13:00,0.133,No
2024-12-18,13:00 - 13:30,1.864,No
2024-12-18,13:30 - 14:00,1.95,No
2024-12-18,14:00 - 14:30,0.134,No
2024-12-18,14:30 - 15:00,0.07,No
2024-12-18,15:00 - 15:30,0.089,No
2024-12-18,15:30 - 16:00,0.067,No
2024-12-18,16:00 - 16:30,0.078,No
2024-12-18,16:30 - 17:00,0.072,No
2024-12-18,17:00 - 17:30,0.062,No
2024-12-18,17:30 - 18:00,0.087,No
2024-12-18,18:00 - 18:30,0.032,No
2024-12-18,18:30 - 19:00,0.208,No
2024-12-18,19:00 - 19:30,0.583,No
2024-12-18,19:30 - 20:00,0.526,No
2024-12-18,20:00 - 20:30,0.057,No
2024-12-18,20:30 - 21:00,0.051,No
2024-12-18,21:00 - 21:30,3.987,Yes
2024-12-18,21:30 - 22:00,2.798,Yes
2024-12-18,22:00 - 22:30,2.09,Yes
2024-12-18,22:30 - 23:00,0.988,Yes
2024-12-18,23:00 - 23:30,0.157,Yes
2024-12-18,23:30 - 00:00,0.084,Yes
2024-12-17,00:00 - 00:30,0.029,No
2024-12-17,00:30 - 01:00,0.029,No
2024-12-17,01:00 - 01:30,0.027,No
2024-12-17,01:30 - 02:00,0.026,No
2024-12-17,02:00 - 02:30,0.028,No
2024-12-17,02:30 - 03:00,0.029,No
2024-12-17,03:00 - 03:30,0.028,No
2024-12-17,03:30 - 04:00,0.027,No
2024-12-17,04:00 - 04:30,0.062,No
2024-12-17,04:30 - 05:00,0.039,No
2024-12-17,05:00 - 05:30,0.034,No
2024-12-17,05:30 - 06:00,0.035,No
2024-12-17,06:00 - 06:30,1.644,Yes
2024-12-17,06:30 - 07:00,0.851,Yes
2024-12-17,07:00 - 07:30,0.04,No
2024-12-17,07:30 - 08:00,0.026,No
2024-12-17,08:00 - 08:30,0.138,No
2024-12-17,08:30 - 09:00,0.981,No
2024-12-17,09:00 - 09:30,0.192,No
2024-12-17,09:30 - 10:00,0.092,No
2024-12-17,10:00 - 10:30,0.065,No
2024-12-17,10:30 - 11:00,0.099,No
2024-12-17,11:00 - 11:30,0.059,No
2024-12-17,11:30 - 12:00,0.096,No
2024-12-17,12:00 - 12:30,0.063,No
2024-12-17,12:30 - 13:00,0.159,No
2024-12-17,13:00 - 13:30,2.16,No
2024-12-17,13:30 - 14:00,0.707,No
2024-12-17,14:00 - 14:30,1.067,No
2024-12-17,14:30 - 15:00,0.813,No
2024-12-17,15:00 - 15:30,0.622,No
2024-12-17,15:30 - 16:00,0.218,No
2024-12-17,16:00 - 16:30,0.037,No
2024-12-17,16:30 - 17:00,0.07,No
2024-12-17,17:00 - 17:30,0.256,No
2024-12-17,17:30 - 18:00,0.372,No
2024-12-17,18:00 - 18:30,0.579,No
2024-12-17,18:30 - 19:00,0.185,No
2024-12-17,19:00 - 19:30,0.111,No
2024-12-17,19:30 - 20:00,0.069,No
2024-12-17,20:00 - 20:30,0.068,No
2024-12-17,20:30 - 21:00,0.1,No
2024-12-17,21:00 - 21:30,1.847,Yes
2024-12-17,21:30 - 22:00,2.287,Yes
2024-12-17,22:00 - 22:30,1.865,Yes
2024-12-17,22:30 - 23:00,1.413,Yes
2024-12-17,23:00 - 23:30,0.178,Yes
2024-12-17,23:30 - 00:00,0.044,Yes
2024-12-16,00:00 - 00:30,0.058,No
2024-12-16,00:30 - 01:00,0.065,No
2024-12-16,01:00 - 01:30,0.029,No
2024-12-16,01:30 - 02:00,0.04,No
2024-12-16,02:00 - 02:30,0.045,No
2024-12-16,02:30 - 03:00,0.026,No
2024-12-16,03:00 - 03:30,0.057,No
2024-12-16,03:30 - 04:00,0.027,No
2024-12-16,04:00 - 04:30,0.032,No
2024-12-16,04:30 - 05:00,0.049,No
2024-12-16,05:00 - 05:30,0.026,No
2024-12-16,05:30 - 06:00,0.05,No
2024-12-16,06:00 - 06:30,1.603,Yes
2024-12-16,06:30 - 07:00,0.38,Yes
2024-12-16,07:00 - 07:30,0.053,No
2024-12-16,07:30 - 08:00,0.072,No
2024-12-16,08:00 - 08:30,0.136,No
2024-12-16,08:30 - 09:00,0.289,No
2024-12-16,09:00 - 09:30,0.347,No
2024-12-16,09:30 - 10:00,0.072,No
2024-12-16,10:00 - 10:30,0.064,No
2024-12-16,10:30 - 11:00,0.111,No
2024-12-16,11:00 - 11:30,0.133,No
2024-12-16,11:30 - 12:00,0.108,No
2024-12-16,12:00 - 12:30,0.07,No
2024-12-16,12:30 - 13:00,0.063,No
2024-12-16,13:00 - 13:30,1.502,No
2024-12-16,13:30 - 14:00,0.219,No
2024-12-16,14:00 - 14:30,0.065,No
2024-12-16,14:30 - 15:00,0.094,No
2024-12-16,15:00 - 15:30,0.069,No
2024-12-16,15:30 - 16:00,0.064,No
2024-12-16,16:00 - 16:30,0.097,No
2024-12-16,16:30 - 17:00,0.064,No
2024-12-16,17:00 - 17:30,0.235,No
2024-12-16,17:30 - 18:00,0.099,No
2024-12-16,18:00 - 18:30,0.69,No
2024-12-16,18:30 - 19:00,0.067,No
2024-12-16,19:00 - 19:30,0.097,No
2024-12-16,19:30 - 20:00,0.105,No
2024-12-16,20:00 - 20:30,0.175,No
2024-12-16,20:30 - 21:00,0.23,No
2024-12-16,21:00 - 21:30,1.726,Yes
2024-12-16,21:30 - 22:00,2.101,Yes
2024-12-16,22:00 - 22:30,2.06,Yes
2024-12-16,22:30 - 23:00,1.654,Yes
2024-12-16,23:00 - 23:30,0.084,Yes
2024-12-16,23:30 - 00:00,0.034,Yes
2024-12-15,00:00 - 00:30,0.089,No
2024-12-15,00:30 - 01:00,0.043,No
2024-12-15,01:00 - 01:30,0.042,No
2024-12-15,01:30 - 02:00,0.071,No
2024-12-15,02:00 - 02:30,0.038,No
2024-12-15,02:30 - 03:00,0.048,No
2024-12-15,03:00 - 03:30,0.029,No
2024-12-15,03:30 - 04:00,0.047,No
2024-12-15,04:00 - 04:30,0.026,No
2024-12-15,04:30 - 05:00,0.048,No
2024-12-15,05:00 - 05:30,0.029,No
2024-12-15,05:30 - 06:00,0.048,No
2024-12-15,06:00 - 06:30,1.598,Yes
2024-12-15,06:30 - 07:00,0.377,Yes
2024-12-15,07:00 - 07:30,0.025,No
2024-12-15,07:30 - 08:00,0.047,No
2024-12-15,08:00 - 08:30,0.18,No
2024-12-15,08:30 - 09:00,0.859,No
2024-12-15,09:00 - 09:30,0.087,No
2024-12-15,09:30 - 10:00,0.114,No
2024-12-15,10:00 - 10:30,0.09,No
2024-12-15,10:30 - 11:00,0.075,No
2024-12-15,11:00 - 11:30,0.084,No
2024-12-15,11:30 - 12:00,0.279,No
2024-12-15,12:00 - 12:30,0.075,No
2024-12-15,12:30 - 13:00,0.041,No
2024-12-15,13:00 - 13:30,1.419,No
2024-12-15,13:30 - 14:00,0.076,No
2024-12-15,14:00 - 14:30,0.07,No
2024-12-15,14:30 - 15:00,0.077,No
2024-12-15,15:00 - 15:30,0.025,No
2024-12-15,15:30 - 16:00,0.055,No
2024-12-15,16:00 - 16:30,0.041,No
2024-12-15,16:30 - 17:00,0.089,No
2024-12-15,17:00 - 17:30,0.055,No
2024-12-15,17:30 - 18:00,0.072,No
2024-12-15,18:00 - 18:30,0.068,No
2024-12-15,18:30 - 19:00,0.639,No
2024-12-15,19:00 - 19:30,0.052,No
2024-12-15,19:30 - 20:00,0.237,No
2024-12-15,20:00 - 20:30,0.106,No
2024-12-15,20:30 - 21:00,0.138,No
2024-12-15,21:00 - 21:30,1.793,Yes
2024-12-15,21:30 - 22:00,2.158,Yes
2024-12-15,22:00 - 22:30,2.055,Yes
2024-12-15,22:30 - 23:00,1.757,Yes
2024-12-15,23:00 - 23:30,0.219,Yes
2024-12-15,23:30 - 00:00,0.125,Yes
2024-12-14,00:00 - 00:30,0.038,No
2024-12-14,00:30 - 01:00,0.053,No
2024-12-14,01:00 - 01:30,0.03,No
2024-12-14,01:30 - 02:00,0.052,No
2024-12-14,02:00 - 02:30,0.028,No
2024-12-14,02:30 - 03:00,0.05,No
2024-12-14,03:00 - 03:30,0.026,No
2024-12-14,03:30 - 04:00,0.049,No
2024-12-14,04:00 - 04:30,0.025,No
2024-12-14,04:30 - 05:00,0.044,No
2024-12-14,05:00 - 05:30,0.03,No
2024-12-14,05:30 - 06:00,0.036,No
2024-12-14,06:00 - 06:30,1.624,Yes
2024-12-14,06:30 - 07:00,0.096,Yes
2024-12-14,07:00 - 07:30,0.048,No
2024-12-14,07:30 - 08:00,0.026,No
2024-12-14,08:00 - 08:30,0.05,No
2024-12-14,08:30 - 09:00,0.478,No
2024-12-14,09:00 - 09:30,0.299,No
2024-12-14,09:30 - 10:00,0.134,No
2024-12-14,10:00 - 10:30,0.103,No
2024-12-14,10:30 - 11:00,0.03,No
2024-12-14,11:00 - 11:30,0.055,No
2024-12-14,11:30 - 12:00,0.038,No
2024-12-14,12:00 - 12:30,0.038,No
2024-12-14,12:30 - 13:00,0.056,No
2024-12-14,13:00 - 13:30,1.571,No
2024-12-14,13:30 - 14:00,0.103,No
2024-12-14,14:00 - 14:30,0.032,No
2024-12-14,14:30 - 15:00,0.078,No
2024-12-14,15:00 - 15:30,0.077,No
2024-12-14,15:30 - 16:00,0.034,No
2024-12-14,16:00 - 16:30,0.106,No
2024-12-14,16:30 - 17:00,0.339,No
2024-12-14,17:00 - 17:30,0.159,No
2024-12-14,17:30 - 18:00,0.11,No
2024-12-14,18:00 - 18:30,0.667,No
2024-12-14,18:30 - 19:00,0.089,No
2024-12-14,19:00 - 19:30,0.062,No
2024-12-14,19:30 - 20:00,0.099,No
2024-12-14,20:00 - 20:30,0.103,No
2024-12-14,20:30 - 21:00,0.088,No
2024-12-14,21:00 - 21:30,1.736,Yes
2024-12-14,21:30 - 22:00,1.665,Yes
2024-12-14,22:00 - 22:30,0.359,Yes
2024-12-14,22:30 - 23:00,0.083,Yes
2024-12-14,23:00 - 23:30,0.105,Yes
2024-12-14,23:30 - 00:00,0.086,Yes
2024-12-13,00:00 - 00:30,0.048,No
2024-12-13,00:30 - 01:00,0.045,No
2024-12-13,01:00 - 01:30,0.037,No
2024-12-13,01:30 - 02:00,0.033,No
2024-12-13,02:00 - 02:30,0.044,No
2024-12-13,02:30 - 03:00,0.026,No
2024-12-13,03:00 - 03:30,0.051,No
2024-12-13,03:30 - 04:00,0.026,No
2024-12-13,04:00 - 04:30,0.052,No
2024-12-13,04:30 - 05:00,0.025,No
2024-12-13,05:00 - 05:30,0.037,No
2024-12-13,05:30 - 06:00,0.038,No
2024-12-13,06:00 - 06:30,1.643,Yes
2024-12-13,06:30 - 07:00,0.122,Yes
2024-12-13,07:00 - 07:30,0.088,No
2024-12-13,07:30 - 08:00,0.048,No
2024-12-13,08:00 - 08:30,0.108,No
2024-12-13,08:30 - 09:00,1.079,No
2024-12-13,09:00 - 09:30,0.08,No
2024-12-13,09:30 - 10:00,0.077,No
2024-12-13,10:00 - 10:30,0.077,No
2024-12-13,10:30 - 11:00,0.068,No
2024-12-13,11:00 - 11:30,0.081,No
2024-12-13,11:30 - 12:00,0.27,No
2024-12-13,12:00 - 12:30,0.073,No
2024-12-13,12:30 - 13:00,0.076,No
2024-12-13,13:00 - 13:30,1.723,No
2024-12-13,13:30 - 14:00,0.852,No
2024-12-13,14:00 - 14:30,0.076,No
2024-12-13,14:30 - 15:00,0.077,No
2024-12-13,15:00 - 15:30,0.078,No
2024-12-13,15:30 - 16:00,0.088,No
2024-12-13,16:00 - 16:30,0.242,No
2024-12-13,16:30 - 17:00,0.856,No
2024-12-13,17:00 - 17:30,0.231,No
2024-12-13,17:30 - 18:00,0.186,No
2024-12-13,18:00 - 18:30,0.213,No
2024-12-13,18:30 - 19:00,0.358,No
2024-12-13,19:00 - 19:30,0.039,No
2024-12-13,19:30 - 20:00,0.042,No
2024-12-13,20:00 - 20:30,0.048,No
2024-12-13,20:30 - 21:00,0.028,No
2024-12-13,21:00 - 21:30,1.704,Yes
2024-12-13,21:30 - 22:00,1.759,Yes
2024-12-13,22:00 - 22:30,2.101,Yes
2024-12-13,22:30 - 23:00,1.821,Yes
2024-12-13,23:00 - 23:30,0.354,Yes
2024-12-13,23:30 - 00:00,0.059,Yes
2024-12-12,00:00 - 00:30,0.047,No
2024-12-12,00:30 - 01:00,0.028,No
2024-12-12,01:00 - 01:30,0.07,No
2024-12-12,01:30 - 02:00,0.027,No
2024-12-12,02:00 - 02:30,0.052,No
2024-12-12,02:30 - 03:00,0.027,No
2024-12-12,03:00 - 03:30,0.05,No
2024-12-12,03:30 - 04:00,0.026,No
2024-12-12,04:00 - 04:30,0.049,No
2024-12-12,04:30 - 05:00,0.026,No
2024-12-12,05:00 - 05:30,0.039,No
2024-12-12,05:30 - 06:00,0.105,No
2024-12-12,06:00 - 06:30,1.628,Yes
2024-12-12,06:30 - 07:00,0.39,Yes
2024-12-12,07:00 - 07:30,0.047,No
2024-12-12,07:30 - 08:00,0.029,No
2024-12-12,08:00 - 08:30,0.099,No
2024-12-12,08:30 - 09:00,0.445,No
2024-12-12,09:00 - 09:30,0.092,No
2024-12-12,09:30 - 10:00,0.078,No
2024-12-12,10:00 - 10:30,0.069,No
2024-12-12,10:30 - 11:00,0.074,No
2024-12-12,11:00 - 11:30,0.068,No
2024-12-12,11:30 - 12:00,0.077,No
2024-12-12,12:00 - 12:30,0.074,No
2024-12-12,12:30 - 13:00,0.075,No
2024-12-12,13:00 - 13:30,0.942,No
2024-12-12,13:30 - 14:00,0.117,No
2024-12-12,14:00 - 14:30,0.099,No
2024-12-12,14:30 - 15:00,0.103,No
2024-12-12,15:00 - 15:30,0.216,No
2024-12-12,15:30 - 16:00,0.112,No
2024-12-12,16:00 - 16:30,0.085,No
2024-12-12,16:30 - 17:00,0.255,No
2024-12-12,17:00 - 17:30,0.119,No
2024-12-12,17:30 - 18:00,0.357,No
2024-12-12,18:00 - 18:30,0.657,No
2024-12-12,18:30 - 19:00,0.1,No
2024-12-12,19:00 - 19:30,0.046,No
2024-12-12,19:30 - 20:00,0.065,No
2024-12-12,20:00 - 20:30,0.054,No
2024-12-12,20:30 - 21:00,0.08,No
2024-12-12,21:00 - 21:30,1.685,Yes
2024-12-12,21:30 - 22:00,1.746,Yes
2024-12-12,22:00 - 22:30,2.108,Yes
2024-12-12,22:30 - 23:00,2.129,Yes
2024-12-12,23:00 - 23:30,0.167,Yes
2024-12-12,23:30 - 00:00,0.07,Yes
2024-12-11,00:00 - 00:30,0.043,No
2024-12-11,00:30 - 01:00,0.043,No
2024-12-11,01:00 - 01:30,0.039,No
2024-12-11,01:30 - 02:00,0.035,No
2024-12-11,02:00 - 02:30,0.039,No
2024-12-11,02:30 - 03:00,0.026,No
2024-12-11,03:00 - 03:30,0.046,No
2024-12-11,03:30 - 04:00,0.025,No
2024-12-11,04:00 - 04:30,0.047,No
2024-12-11,04:30 - 05:00,0.024,No
2024-12-11,05:00 - 05:30,0.041,No
2024-12-11,05:30 - 06:00,0.035,No
2024-12-11,06:00 - 06:30,1.12,Yes
2024-12-11,06:30 - 07:00,0.081,Yes
2024-12-11,07:00 - 07:30,1.474,No
2024-12-11,07:30 - 08:00,0.232,No
2024-12-11,08:00 - 08:30,0.089,No
2024-12-11,08:30 - 09:00,0.061,No
2024-12-11,09:00 - 09:30,0.083,No
2024-12-11,09:30 - 10:00,0.071,No
2024-12-11,10:00 - 10:30,0.088,No
2024-12-11,10:30 - 11:00,0.077,No
2024-12-11,11:00 - 11:30,0.074,No
2024-12-11,11:30 - 12:00,0.077,No
2024-12-11,12:00 - 12:30,0.068,No
2024-12-11,12:30 - 13:00,0.146,No
2024-12-11,13:00 - 13:30,0.062,No
2024-12-11,13:30 - 14:00,0.113,No
2024-12-11,14:00 - 14:30,0.245,No
2024-12-11,14:30 - 15:00,0.034,No
2024-12-11,15:00 - 15:30,0.043,No
2024-12-11,15:30 - 16:00,0.048,No
2024-12-11,16:00 - 16:30,0.04,No
2024-12-11,16:30 - 17:00,0.387,No
2024-12-11,17:00 - 17:30,0.657,No
2024-12-11,17:30 - 18:00,0.627,No
2024-12-11,18:00 - 18:30,0.069,No
2024-12-11,18:30 - 19:00,0.05,No
2024-12-11,19:00 - 19:30,0.067,No
2024-12-11,19:30 - 20:00,0.049,No
2024-12-11,20:00 - 20:30,0.046,No
2024-12-11,20:30 - 21:00,0.062,No
2024-12-11,21:00 - 21:30,1.748,Yes
2024-12-11,21:30 - 22:00,2.157,Yes
2024-12-11,22:00 - 22:30,1.471,Yes
2024-12-11,22:30 - 23:00,1.538,Yes
2024-12-11,23:00 - 23:30,0.227,Yes
2024-12-11,23:30 - 00:00,0.046,Yes
2024-12-10,00:00 - 00:30,0.036,No
2024-12-10,00:30 - 01:00,0.049,No
2024-12-10,01:00 - 01:30,0.026,No
2024-12-10,01:30 - 02:00,0.047,No
2024-12-10,02:00 - 02:30,0.037,No
2024-12-10,02:30 - 03:00,0.035,No
2024-12-10,03:00 - 03:30,0.047,No
2024-12-10,03:30 - 04:00,0.026,No
2024-12-10,04:00 - 04:30,0.046,No
2024-12-10,04:30 - 05:00,0.025,No
2024-12-10,05:00 - 05:30,0.046,No
2024-12-10,05:30 - 06:00,0.025,No
2024-12-10,06:00 - 06:30,1.244,Yes
2024-12-10,06:30 - 07:00,0.034,Yes
2024-12-10,07:00 - 07:30,1.012,No
2024-12-10,07:30 - 08:00,0.078,No
2024-12-10,08:00 - 08:30,0.082,No
2024-12-10,08:30 - 09:00,0.122,No
2024-12-10,09:00 - 09:30,0.079,No
2024-12-10,09:30 - 10:00,0.079,No
2024-12-10,10:00 - 10:30,0.038,No
2024-12-10,10:30 - 11:00,0.034,No
2024-12-10,11:00 - 11:30,0.039,No
2024-12-10,11:30 - 12:00,0.034,No
2024-12-10,12:00 - 12:30,0.069,No
2024-12-10,12:30 - 13:00,0.327,No
2024-12-10,13:00 - 13:30,0.029,No
2024-12-10,13:30 - 14:00,0.298,No
2024-12-10,14:00 - 14:30,0.071,No
2024-12-10,14:30 - 15:00,0.089,No
2024-12-10,15:00 - 15:30,0.068,No
2024-12-10,15:30 - 16:00,0.091,No
2024-12-10,16:00 - 16:30,0.076,No
2024-12-10,16:30 - 17:00,0.262,No
2024-12-10,17:00 - 17:30,0.435,No
2024-12-10,17:30 - 18:00,0.386,No
2024-12-10,18:00 - 18:30,0.107,No
2024-12-10,18:30 - 19:00,0.054,No
2024-12-10,19:00 - 19:30,0.076,No
2024-12-10,19:30 - 20:00,0.05,No
2024-12-10,20:00 - 20:30,0.069,No
2024-12-10,20:30 - 21:00,0.07,No
2024-12-10,21:00 - 21:30,1.777,Yes
2024-12-10,21:30 - 22:00,2.163,Yes
2024-12-10,22:00 - 22:30,1.5,Yes
2024-12-10,22:30 - 23:00,0.267,Yes
2024-12-10,23:00 - 23:30,0.922,Yes
2024-12-10,23:30 - 00:00,0.205,Yes
2024-12-09,00:00 - 00:30,0.052,No
2024-12-09,00:30 - 01:00,0.027,No
2024-12-09,01:00 - 01:30,0.044,No
2024-12-09,01:30 - 02:00,0.025,No
2024-12-09,02:00 - 02:30,0.043,No
2024-12-09,02:30 - 03:00,0.025,No
2024-12-09,03:00 - 03:30,0.036,No
2024-12-09,03:30 - 04:00,0.035,No
2024-12-09,04:00 - 04:30,0.028,No
2024-12-09,04:30 - 05:00,0.042,No
2024-12-09,05:00 - 05:30,0.025,No
2024-12-09,05:30 - 06:00,0.044,No
2024-12-09,06:00 - 06:30,1.212,Yes
2024-12-09,06:30 - 07:00,0.041,Yes
2024-12-09,07:00 - 07:30,0.136,No
2024-12-09,07:30 - 08:00,1.128,No
2024-12-09,08:00 - 08:30,0.198,No
2024-12-09,08:30 - 09:00,0.138,No
2024-12-09,09:00 - 09:30,0.134,No
2024-12-09,09:30 - 10:00,0.1,No
2024-12-09,10:00 - 10:30,0.088,No
2024-12-09,10:30 - 11:00,0.064,No
2024-12-09,11:00 - 11:30,0.177,No
2024-12-09,11:30 - 12:00,0.172,No
2024-12-09,12:00 - 12:30,0.077,No
2024-12-09,12:30 - 13:00,0.127,No
2024-12-09,13:00 - 13:30,0.088,No
2024-12-09,13:30 - 14:00,0.061,No
2024-12-09,14:00 - 14:30,0.087,No
2024-12-09,14:30 - 15:00,0.061,No
2024-12-09,15:00 - 15:30,0.088,No
2024-12-09,15:30 - 16:00,0.062,No
2024-12-09,16:00 - 16:30,0.098,No
2024-12-09,16:30 - 17:00,0.106,No
2024-12-09,17:00 - 17:30,0.255,No
2024-12-09,17:30 - 18:00,0.751,No
2024-12-09,18:00 - 18:30,0.205,No
2024-12-09,18:30 - 19:00,0.097,No
2024-12-09,19:00 - 19:30,0.11,No
2024-12-09,19:30 - 20:00,0.136,No
2024-12-09,20:00 - 20:30,0.221,No
2024-12-09,20:30 - 21:00,0.091,No
2024-12-09,21:00 - 21:30,2.468,Yes
2024-12-09,21:30 - 22:00,2.112,Yes
2024-12-09,22:00 - 22:30,1.831,Yes
2024-12-09,22:30 - 23:00,1.104,Yes
2024-12-09,23:00 - 23:30,1.229,Yes
2024-12-09,23:30 - 00:00,0.586,Yes
2024-12-08,00:00 - 00:30,0.049,No
2024-12-08,00:30 - 01:00,0.055,No
2024-12-08,01:00 - 01:30,0.043,No
2024-12-08,01:30 - 02:00,0.039,No
2024-12-08,02:00 - 02:30,0.028,No
2024-12-08,02:30 - 03:00,0.053,No
2024-12-08,03:00 - 03:30,0.025,No
2024-12-08,03:30 - 04:00,0.036,No
2024-12-08,04:00 - 04:30,0.04,No
2024-12-08,04:30 - 05:00,0.024,No
2024-12-08,05:00 - 05:30,0.05,No
2024-12-08,05:30 - 06:00,0.024,No
2024-12-08,06:00 - 06:30,1.612,Yes
2024-12-08,06:30 - 07:00,0.047,Yes
2024-12-08,07:00 - 07:30,0.024,No
2024-12-08,07:30 - 08:00,0.043,No
2024-12-08,08:00 - 08:30,0.03,No
2024-12-08,08:30 - 09:00,0.713,No
2024-12-08,09:00 - 09:30,0.092,No
2024-12-08,09:30 - 10:00,0.164,No
2024-12-08,10:00 - 10:30,0.095,No
2024-12-08,10:30 - 11:00,0.086,No
2024-12-08,11:00 - 11:30,0.091,No
2024-12-08,11:30 - 12:00,0.088,No
2024-12-08,12:00 - 12:30,0.092,No
2024-12-08,12:30 - 13:00,0.444,No
2024-12-08,13:00 - 13:30,0.098,No
2024-12-08,13:30 - 14:00,0.092,No
2024-12-08,14:00 - 14:30,0.083,No
2024-12-08,14:30 - 15:00,0.089,No
2024-12-08,15:00 - 15:30,0.097,No
2024-12-08,15:30 - 16:00,0.129,No
2024-12-08,16:00 - 16:30,0.124,No
2024-12-08,16:30 - 17:00,0.129,No
2024-12-08,17:00 - 17:30,0.595,No
2024-12-08,17:30 - 18:00,0.058,No
2024-12-08,18:00 - 18:30,0.074,No
2024-12-08,18:30 - 19:00,0.032,No
2024-12-08,19:00 - 19:30,0.028,No
2024-12-08,19:30 - 20:00,0.042,No
2024-12-08,20:00 - 20:30,0.052,No
2024-12-08,20:30 - 21:00,0.037,No
2024-12-08,21:00 - 21:30,1.853,Yes
2024-12-08,21:30 - 22:00,2.178,Yes
2024-12-08,22:00 - 22:30,2.069,Yes
2024-12-08,22:30 - 23:00,1.287,Yes
2024-12-08,23:00 - 23:30,0.068,Yes
2024-12-08,23:30 - 00:00,0.038,Yes
2024-12-07,00:00 - 00:30,0.105,No
2024-12-07,00:30 - 01:00,0.034,No
2024-12-07,01:00 - 01:30,0.05,No
2024-12-07,01:30 - 02:00,0.03,No
2024-12-07,02:00 - 02:30,0.047,No
2024-12-07,02:30 - 03:00,0.03,No
2024-12-07,03:00 - 03:30,0.041,No
2024-12-07,03:30 - 04:00,0.033,No
2024-12-07,04:00 - 04:30,0.035,No
2024-12-07,04:30 - 05:00,0.036,No
2024-12-07,05:00 - 05:30,0.031,No
2024-12-07,05:30 - 06:00,0.04,No
2024-12-07,06:00 - 06:30,1.456,Yes
2024-12-07,06:30 - 07:00,0.041,Yes
2024-12-07,07:00 - 07:30,0.079,No
2024-12-07,07:30 - 08:00,0.129,No
2024-12-07,08:00 - 08:30,0.372,No
2024-12-07,08:30 - 09:00,0.605,No
2024-12-07,09:00 - 09:30,0.344,No
2024-12-07,09:30 - 10:00,0.283,No
2024-12-07,10:00 - 10:30,0.087,No
2024-12-07,10:30 - 11:00,0.044,No
2024-12-07,11:00 - 11:30,0.049,No
2024-12-07,11:30 - 12:00,0.024,No
2024-12-07,12:00 - 12:30,0.049,No
2024-12-07,12:30 - 13:00,0.024,No
2024-12-07,13:00 - 13:30,0.054,No
2024-12-07,13:30 - 14:00,0.099,No
2024-12-07,14:00 - 14:30,0.1,No
2024-12-07,14:30 - 15:00,0.124,No
2024-12-07,15:00 - 15:30,0.089,No
2024-12-07,15:30 - 16:00,0.07,No
2024-12-07,16:00 - 16:30,0.062,No
2024-12-07,16:30 - 17:00,0.059,No
2024-12-07,17:00 - 17:30,0.217,No
2024-12-07,17:30 - 18:00,0.08,No
2024-12-07,18:00 - 18:30,0.071,No
2024-12-07,18:30 - 19:00,0.065,No
2024-12-07,19:00 - 19:30,0.088,No
2024-12-07,19:30 - 20:00,0.084,No
2024-12-07,20:00 - 20:30,0.086,No
2024-12-07,20:30 - 21:00,0.069,No
2024-12-07,21:00 - 21:30,1.815,Yes
